date,app,platform,network,cdn,geography,stream_type,vst_p50,vst_p95,rebuffer_ratio,rebuffer_rate,vsf,ebvs,avg_rendered_bitrate,downshift_frequency,total_watch_time,avg_session_duration,dau,wau,mau,content_completion_25,content_completion_50,content_completion_75,content_completion_100,browse_to_play,ad_fill_rate,ad_start_failure,vcr_ads,ad_pod_dropoff,churn_rate,arpu,cdn_cache_hit_ratio,manifest_fetch_latency,ttfb,volume
2025-09-29,App_B,FireTV,Verizon,AWS CloudFront,Country,FAST linear,0.99,2.69,0.9,0.38,0.81,1.58,7.78,0.93,5914,34.3,11057,53449,126962,86.7,76.7,58.9,46.6,70.8,91.6,0.98,81.7,5.1,3.52,5.75,94.5,116,82,18537
2025-09-30,App_A,Tizen,Airtel,Cloudflare,Country,Live Sports/Events,1.06,2.77,1,0.4,0.82,1.19,7.38,1.08,7960,35.8,11981,57653,130665,88.6,72.1,62.9,48.3,68.2,96,0.86,84.9,5.3,3.7,6.37,95.7,144,74,20754
2025-09-30,App_B,Desktop Web,Verizon,AWS CloudFront,Metro,Live Sports/Events,1.15,2.92,1.13,0.42,0.62,1.28,6.54,1.04,5866,30.3,11565,55365,149796,91.4,78.7,61.5,47.8,70,93.7,1,87.7,5.2,3.98,5.76,95.8,110,95,16050
2025-10-01,App_A,FireTV,AT&T,Akamai,Region,FAST linear,1.16,2.47,1.19,0.45,0.7,1.36,6.95,0.89,6356,31.2,12280,58607,143382,87.2,72.1,63.8,47.2,69.7,92.5,0.81,84.3,6,3.56,5.8,95.2,116,88,15144
2025-10-01,App_B,Android,Jio,Akamai,Region,FAST linear,1.1,3.03,1.17,0.49,0.87,1.5,6.22,0.97,6147,31.4,11415,54283,123320,87.4,72.3,57.6,45.9,64.4,97.2,0.97,85,5.7,3.23,6.22,96.5,106,81,17771
2025-10-02,App_A,Tizen,Airtel,Cloudflare,Country,FAST linear,1.03,2.58,1.21,0.45,0.61,1.11,7.78,1.1,7434,32.1,12481,59524,136722,89.4,73.3,60.1,44.1,63.8,95.8,0.71,83.7,5.5,3.35,5.52,93.9,136,73,17094
2025-10-02,App_B,WebOS,T-Mobile,Akamai,Country,FAST linear,1.12,3.03,1.14,0.4,0.6,1.44,6.55,1.15,5504,30.1,10234,48891,114871,92,77.1,60.7,48.3,68,96.9,0.71,83.1,5.7,3.84,5.39,95.1,140,79,13188
2025-10-03,App_A,FireTV,Cellular 5G,Fastly,Country,VOD Movies,1.06,2.73,0.82,0.44,0.73,1.38,7.64,1.16,8239,35.2,12276,58878,146352,93.7,76.3,57.4,42.8,68.2,94,0.76,82.7,5.2,3.37,5.44,96.1,105,100,21932
2025-10-03,App_B,iOS,AT&T,Fastly,Region,FAST linear,1.08,2.32,1.11,0.46,0.88,1.43,7.6,0.85,6157,34.6,10697,51583,131064,92.5,75.3,63.1,45.2,65.7,93.4,0.98,83.5,6.4,3.23,5.88,95.7,109,78,19251
2025-10-04,App_A,Apple TV,Wi-Fi,Cloudflare,Region,VOD Series,0.99,2.4,0.93,0.52,0.67,1.49,6.9,1.08,7037,31.5,11865,56418,135665,87.6,72.8,58.4,44.5,69.5,92.7,0.82,85.8,6,3.9,6.33,96.4,104,99,18768
2025-10-04,App_B,Tizen,Cellular 4G,AWS CloudFront,Region,FAST linear,1.08,3.02,0.98,0.48,0.84,1.22,7.82,1.1,6864,31,10383,50242,122490,91.5,75.7,57.7,48.3,69.8,93.7,0.9,85.5,5.7,3.46,5.5,96.9,127,84,16364
2025-10-05,App_A,Tizen,Airtel,AWS CloudFront,Country,VOD Series,1.16,2.38,0.95,0.4,0.83,1.38,6.28,0.95,7080,35.6,12591,59890,157735,87.9,76.2,63.7,45.7,68.1,94.9,0.87,80.3,5.5,4.01,6.37,95.2,126,87,19389
2025-10-05,App_B,Android TV,Verizon,Fastly,Country,VOD Series,1.04,2.57,1.2,0.35,0.9,1.26,7.48,1,5874,32.9,10189,48693,110339,89.5,75.8,63.4,47.2,65.7,92.9,1.02,87.4,6.4,3.43,6.26,93.7,134,87,12327
2025-10-06,App_A,Android TV,Broadband,Akamai,Metro,Live Sports/Events,1.03,3,1.11,0.39,0.77,1.24,7.35,0.84,6346,32.9,12197,59049,139361,87.5,76.8,57.9,42.2,70.5,96.6,0.9,87.1,5.5,3.73,6.34,96.5,117,88,20477
2025-10-06,App_B,Desktop Web,Broadband,AWS CloudFront,Metro,Live Sports/Events,0.95,2.87,0.93,0.42,0.89,1.25,7.17,0.96,5708,32.8,9987,47579,121478,87.2,76.8,63.7,47,65.7,94.4,0.98,81.9,6.1,3.7,6.02,96.2,112,101,15153
2025-10-07,App_A,Android,Comcast Xfinity,AWS CloudFront,Metro,VOD Series,1.12,2.88,1,0.42,0.72,1.31,6.23,0.97,8209,32.6,13352,63660,137226,91.5,77.6,58,47.8,70,97.4,0.83,79.9,5,3.56,5.57,95.4,146,90,16431
2025-10-07,App_B,Tizen,T-Mobile,Akamai,Country,FAST linear,0.99,2.76,1.08,0.48,0.64,1.12,6.45,1.16,6457,29.8,10885,51861,121671,89.8,73.6,62.3,42.9,70.5,95,0.83,86.3,5.8,3.71,5.66,97.3,103,73,17685
2025-10-08,App_A,Apple TV,Jio,AWS CloudFront,Metro,VOD Series,1.15,2.55,1.01,0.37,0.77,1.57,6.26,1.14,6640,35.5,12453,60197,154673,92.4,75.3,59.4,44.5,64.5,95.3,1.03,84.8,6.6,4.05,6.01,96.5,112,77,18527
2025-10-08,App_B,WebOS,Cellular 4G,Akamai,Region,VOD Series,0.99,2.75,1.09,0.38,0.82,1.65,6.33,1.2,6868,32.6,9762,46502,108116,91,78.7,58.6,46.9,68.6,96.8,0.7,81.5,5.7,3.82,6.52,96.9,126,94,11992
2025-10-09,App_A,Android,AT&T,Cloudflare,Country,Live Sports/Events,0.88,2.73,0.86,0.35,0.6,1.26,7.36,0.91,7856,29,13480,64584,135598,87.1,77.2,63.8,43.1,65.7,95.8,0.97,84.9,5,4.03,5.6,94.9,112,79,22997
2025-10-09,App_B,WebOS,Jio,Akamai,Country,VOD Series,1.1,2.82,1.03,0.36,0.64,1.17,7.8,1.12,5414,29.9,10272,49186,107689,92.7,72.8,59.4,45.9,67.1,93.2,0.81,83.6,5.6,3.62,5.98,95,138,82,17516
2025-10-10,App_A,iOS,Jio,Akamai,Country,VOD Movies,1.17,2.47,0.91,0.35,0.64,1.62,7.68,1.04,7329,31.6,13640,65859,153072,90.3,75.4,59,44.5,68.8,93.2,0.99,85.7,5.9,3.63,5.96,96.2,143,98,24348
2025-10-10,App_B,FireTV,Wi-Fi,Cloudflare,Metro,FAST linear,1.12,2.55,1.08,0.43,0.66,1.14,7.12,0.82,5554,35,9875,47751,127448,89.5,72.7,56.8,49.1,66,93,0.77,87.1,6.5,3.46,5.95,96.4,110,90,11951
2025-10-11,App_A,Apple TV,Wi-Fi,Fastly,Country,FAST linear,1.04,3.02,0.85,0.35,0.64,1.49,6.73,0.95,6474,29.5,13212,64004,151496,88.3,73.1,59.9,43.9,71.2,93.9,0.84,86.5,5.5,4.02,5.93,96,130,77,16261
2025-10-11,App_B,Android,AT&T,Fastly,Country,FAST linear,1.01,2.43,1.11,0.37,0.86,1.13,7.74,0.82,6334,30.5,10943,52721,135411,88.5,73,63.4,44.5,65.4,96.9,0.96,83.7,4.9,3.29,5.73,95.8,133,78,15294
2025-10-12,App_A,FireTV,Wi-Fi,Akamai,Region,VOD Series,1.13,2.6,1.08,0.45,0.68,1.57,7.06,0.89,6372,31.4,12215,58415,149580,87,78.7,57,47,63.5,93.4,0.97,79,6.3,3.61,5.62,95.5,103,96,20768
2025-10-12,App_B,Desktop Web,Cellular 5G,Cloudflare,Region,VOD Series,0.91,2.91,0.86,0.52,0.81,1.32,7.5,0.97,6628,33.8,9713,46730,125956,92.3,73,60.7,42.8,66.7,93.3,0.79,81.1,5.9,3.21,6.26,95.3,130,90,12500
2025-10-13,App_A,FireTV,Broadband,AWS CloudFront,Metro,FAST linear,0.89,2.47,0.99,0.46,0.88,1.36,6.81,1.2,7502,34.7,12298,58639,124021,91.2,76.9,59.6,47.7,70.7,91.2,0.74,86.4,6.6,3.46,5.73,94.2,111,91,17608
2025-10-13,App_B,Desktop Web,T-Mobile,Fastly,Metro,VOD Movies,0.98,2.45,0.81,0.51,0.78,1.1,6.43,1.03,6257,35.2,10414,49514,113479,93.6,74.4,60.7,46.8,70.1,91.3,0.8,82.4,5.5,4.05,6.1,97.5,137,102,14243
2025-10-14,App_A,Desktop Web,Jio,Akamai,Country,Live Sports/Events,0.92,2.38,0.91,0.41,0.89,1.21,7.33,0.98,6483,33.7,11915,57238,146254,92,73.4,63.2,42.7,67.1,95.6,1,86,5.5,3.35,5.41,95.2,120,103,16589
2025-10-14,App_B,Desktop Web,AT&T,Fastly,Region,FAST linear,1.02,2.41,0.9,0.4,0.86,1.38,6.67,1.06,6403,31.3,10383,50223,122817,91.2,78.4,57.9,48.7,72,91,0.84,86.5,5.3,3.95,6.02,94.4,117,92,13878
2025-10-15,App_A,Apple TV,Cellular 5G,Cloudflare,Region,VOD Series,1.15,2.43,0.86,0.39,0.7,1.51,7.5,1.15,6674,31.1,11570,55595,144132,89.2,72.9,59.9,44.8,66.5,92.5,0.85,79.6,5.6,3.2,6.08,94.4,123,87,20611
2025-10-15,App_B,Apple TV,Verizon,Akamai,Region,Live Sports/Events,1.02,2.68,0.89,0.45,0.83,1.36,6.43,1.08,6656,34.4,10428,49829,125039,89.9,78.9,58.3,43.1,71.9,90.3,0.88,84.4,6.3,3.83,5.86,94.7,141,90,17570
2025-10-16,App_A,Android,Verizon,AWS CloudFront,Country,FAST linear,0.94,2.63,1.03,0.49,0.73,1.53,7.03,0.93,7393,28.9,13118,62341,133816,92,79.2,61.1,44.2,71,97.7,1,79.3,5.6,3.36,6.46,94.7,139,103,15868
2025-10-16,App_B,Tizen,Verizon,Akamai,Country,Live Sports/Events,0.95,2.64,1.07,0.37,0.87,1.19,7.7,1.05,5846,30.7,10399,50140,105529,87.5,71.9,63.9,46.3,67.8,94.1,0.79,82.3,6.2,3.86,6.35,93.9,128,79,12629
2025-10-17,App_A,Android,Airtel,Cloudflare,Metro,FAST linear,1.1,2.66,1.17,0.5,0.65,1.44,6.6,0.92,7164,34.2,12935,62607,147404,89.5,73.2,60.6,48.1,65.9,90.8,0.89,83.9,6.2,3.41,5.89,97.6,114,98,15984
2025-10-17,App_B,Desktop Web,Airtel,Akamai,Country,FAST linear,1.01,2.97,1.16,0.51,0.64,1.3,7.75,0.88,5364,34.1,10098,48307,125150,88,76.9,56.9,48.2,72.2,91.4,0.8,80.8,5.8,3.6,5.86,94.6,103,81,16279
2025-10-18,App_A,FireTV,T-Mobile,Akamai,Metro,VOD Series,0.91,2.45,0.87,0.4,0.78,1.48,6.59,1.19,8033,33.6,12854,61596,142713,93.4,76.3,57.7,44.3,67.9,96.6,0.96,79.6,6.2,3.64,6.48,93.8,113,77,19964
2025-10-18,App_B,FireTV,Cellular 5G,AWS CloudFront,Metro,VOD Movies,1.13,2.71,1.16,0.4,0.82,1.11,7.41,1.17,5154,34.7,11261,53832,124891,91.7,74.6,58,46.3,68.1,92.9,0.87,86.2,6.2,3.7,6.54,94.6,135,81,18268
2025-10-19,App_A,Android TV,Cellular 4G,Fastly,Metro,FAST linear,1.04,2.8,1.12,0.46,0.62,1.37,7.09,0.89,7447,33.8,13206,62828,160928,90.7,72.1,62.7,42.3,68.9,97.3,0.71,84.3,5.5,3.25,6.12,94.2,118,101,15978
2025-10-19,App_B,FireTV,AT&T,Cloudflare,Region,Live Sports/Events,0.99,2.65,1.06,0.36,0.68,1.62,7.8,0.82,5333,34.2,10969,52690,142225,90.5,72,63.2,46.9,66.1,92.7,0.97,82.4,5.4,3.53,5.73,94,124,102,17483
2025-10-20,App_A,Android TV,Airtel,AWS CloudFront,Region,FAST linear,0.89,2.98,0.81,0.41,0.66,1.36,6.74,0.82,6831,30.1,12760,61461,144039,92.4,77.5,61.1,44.5,68.2,94.2,0.73,80.6,6.5,3.76,6.41,96.5,112,77,19021
2025-10-20,App_B,Android TV,AT&T,AWS CloudFront,Country,VOD Movies,1.11,2.71,1.01,0.41,0.64,1.36,7.91,1.07,6394,32,10884,52282,132888,91.2,77.9,56.9,47.5,67.6,91.2,0.96,83.9,5,3.7,6.16,95.9,139,72,14503
2025-10-21,App_A,Android,Wi-Fi,Akamai,Region,FAST linear,0.93,2.83,1.18,0.45,0.74,1.25,7.61,1.12,7043,33.2,12642,61272,133355,89.2,78.4,57.7,44,65.6,95,0.98,87,5.2,3.87,5.42,94.1,106,99,15239
2025-10-21,App_B,Android TV,Broadband,Cloudflare,Region,VOD Series,0.88,2.54,1.14,0.48,0.7,1.47,6.47,0.99,5980,33.3,10202,48756,113045,88,71.9,57,47.6,70.6,96.4,0.97,80.2,6.1,3.78,6.29,96.4,139,85,15302
2025-10-22,App_A,iOS,Verizon,Cloudflare,Country,Live Sports/Events,1.15,2.34,0.85,0.46,0.6,1.18,6.99,1.13,8062,33.7,12646,60821,126620,91.4,72.7,58.3,48.3,63.6,96.1,0.97,85.1,6.4,3.23,5.6,94.4,123,86,22370
2025-10-22,App_B,FireTV,Airtel,Cloudflare,Region,Live Sports/Events,0.88,2.81,1.04,0.45,0.61,1.37,7.55,0.88,6534,32,9767,46674,111826,91,76.1,62.1,47.2,65.3,90.7,0.73,82,5.6,3.29,5.93,96.6,141,89,13693
2025-10-23,App_A,Tizen,T-Mobile,Cloudflare,Country,FAST linear,1.18,2.78,1.15,0.38,0.7,1.1,7.11,0.9,7007,29.1,11633,55352,121990,89,72.1,60,48.5,70.3,94,0.75,85.7,6.5,3.73,5.76,94.8,125,102,14060
2025-10-23,App_B,Tizen,Verizon,Fastly,Country,VOD Movies,1.12,3.01,1.07,0.43,0.6,1.59,7.19,0.86,6645,33.8,9635,45973,119382,87.9,78.4,62.4,45.3,71.9,92.2,0.73,85.6,6.2,3.72,6.18,96,134,89,14142
2025-10-24,App_A,iOS,Airtel,Cloudflare,Region,VOD Series,1.03,2.95,1.05,0.37,0.7,1.34,7.59,1.12,7389,31.2,13002,62553,141399,89.9,73.6,63.4,48,69.1,94.5,0.71,87.2,5.5,3.49,5.59,95.8,140,78,20492
2025-10-24,App_B,iOS,T-Mobile,Fastly,Region,FAST linear,0.97,2.8,0.95,0.37,0.74,1.6,6.47,1.08,5318,33.1,10110,48359,112455,93.7,77.1,63.4,47,68.6,91.3,0.96,85.4,5,3.65,5.6,93.9,140,75,15230
2025-10-25,App_A,Android TV,Airtel,Akamai,Region,VOD Series,1.1,2.51,0.99,0.5,0.79,1.52,7.79,1.04,7500,31.2,12613,60990,140384,89.7,72.5,63.5,44.7,70.8,93.2,0.86,85.2,5.2,3.66,6.26,94.8,109,79,17696
2025-10-25,App_B,Android TV,T-Mobile,AWS CloudFront,Country,Live Sports/Events,0.98,2.32,0.83,0.44,0.67,1.27,7.77,0.97,6504,34.6,10888,52388,136138,91.4,76.2,63.1,48.5,68.2,90.4,0.82,81.8,5,3.92,5.87,94,118,102,16630
2025-10-26,App_A,WebOS,Comcast Xfinity,Fastly,Region,VOD Series,1.16,3.04,0.87,0.42,0.85,1.61,7.09,1.13,7243,32.6,11825,56197,150856,90.8,74.6,56.9,44.5,64.3,90.8,0.8,83.3,6.2,3.3,5.86,94.4,102,93,15098
2025-10-26,App_B,Apple TV,Wi-Fi,Akamai,Region,FAST linear,1.03,2.72,1.06,0.38,0.72,1.22,6.49,0.81,5559,31.6,10654,50626,135046,87.3,79.4,63.4,46.5,68.4,97.5,0.98,82.8,4.9,3.35,6.31,95.6,130,86,14251
2025-10-27,App_A,Desktop Web,Comcast Xfinity,AWS CloudFront,Country,VOD Movies,0.87,3.02,0.92,0.47,0.65,1.25,6.64,0.98,7776,32.1,13095,62935,145780,86.9,78.8,63.3,45.2,66.4,91.1,0.81,80.8,6.3,3.93,5.88,96.8,142,90,19542
2025-10-27,App_B,WebOS,Jio,Akamai,Country,VOD Movies,0.94,2.73,0.99,0.51,0.77,1.56,7.79,1.19,6460,34.5,10369,49721,113627,88.3,74.5,61,44.7,64.8,91.5,0.92,86.8,5.3,3.75,6.35,95.4,102,101,14759
2025-10-28,App_A,Tizen,Comcast Xfinity,Fastly,Metro,VOD Movies,1.02,2.82,1.17,0.42,0.75,1.24,7.84,1.14,7648,29.2,12024,58136,143751,87.9,74.3,63.5,42.4,68.8,95.2,0.88,81.5,6.3,3.48,5.41,94.4,128,90,15269
2025-10-28,App_B,Android TV,T-Mobile,Cloudflare,Region,Live Sports/Events,0.9,2.94,0.88,0.37,0.67,1.61,7.04,1.19,6008,29.5,9783,47342,107445,86.9,77.9,61.1,45,65.6,94.8,0.88,84.1,5,3.71,5.57,95,123,73,16762
2025-10-29,App_A,Android,Wi-Fi,Cloudflare,Region,VOD Series,0.94,2.28,1.03,0.36,0.81,1.16,7.09,1.11,6040,29.1,13145,62725,149001,93.3,78.7,60.1,44.6,64.2,96.5,0.7,85.2,6.1,3.82,5.47,97.1,101,83,23042
2025-10-29,App_B,Android,Comcast Xfinity,AWS CloudFront,Metro,VOD Series,1.13,2.34,0.98,0.36,0.64,1.6,6.99,0.89,6090,34.9,9668,46293,118436,90.1,77.7,62.2,46.8,66.9,90.9,0.88,82.5,6.2,3.84,6.47,95.6,124,97,15120
2025-10-30,App_A,Desktop Web,Cellular 5G,Fastly,Region,FAST linear,1.16,2.35,0.93,0.4,0.59,1.45,6.55,1.13,7568,31.3,11893,57419,149838,89.2,76.8,58.4,45.2,65.1,95.6,0.85,83.6,5.1,3.9,5.52,96.9,103,101,15934
2025-10-30,App_B,Tizen,Broadband,Akamai,Country,Live Sports/Events,0.99,2.7,0.91,0.43,0.82,1.34,7.26,1.03,6030,33.7,10436,50520,118645,92.7,77.6,61.8,48.2,67.7,93.4,0.72,88.7,5.1,3.37,6.15,94.6,104,74,17030
2025-10-31,App_A,Tizen,Comcast Xfinity,Akamai,Metro,FAST linear,0.93,2.31,1.04,0.4,0.79,1.18,7.19,0.99,7619,33.1,13113,63530,157917,88.8,79.4,60.5,47.4,67.2,96.4,1,82.6,5.8,3.78,6.52,95,124,73,16161
2025-10-31,App_B,Tizen,Verizon,Cloudflare,Region,FAST linear,0.94,2.8,0.94,0.5,0.8,1.25,7.21,0.81,6050,31.9,9905,47258,115861,90.1,79,57.4,46,70.7,90.3,0.84,82,5.2,4,6.31,95.6,122,85,13620
2025-11-01,App_A,Android TV,Comcast Xfinity,Fastly,Country,VOD Movies,1.06,2.52,0.86,0.45,0.66,1.63,6.89,1.07,7506,32.2,12398,59479,143249,92.3,78.6,59,43.1,70.4,93.4,0.95,81,5.3,3.97,6.31,96.8,126,83,22275
2025-11-01,App_B,WebOS,AT&T,Cloudflare,Region,Live Sports/Events,0.98,2.43,1.1,0.37,0.87,1.31,6.69,1.15,5982,31.1,9850,47466,123048,93.5,78.5,57.8,44.7,67.8,90.4,0.94,84.5,5.6,3.74,6.29,97.2,130,72,13610
2025-11-02,App_A,Desktop Web,Broadband,Fastly,Country,Live Sports/Events,1.17,2.68,1.09,0.44,0.74,1.12,7.22,1.12,6750,29.7,12894,61795,150834,90.9,72.7,59.7,43.6,63.6,97.3,0.76,81.3,6.4,3.81,5.53,97.6,117,76,15929
2025-11-02,App_B,Tizen,Jio,Akamai,Metro,Live Sports/Events,0.92,2.64,1.06,0.38,0.71,1.29,6.93,0.83,5538,31.5,9809,47313,104702,90.3,78.4,59.4,46,70.3,92.8,0.87,81.2,6.1,3.44,6.31,96.2,115,101,13556
2025-11-03,App_A,Android TV,Cellular 5G,Cloudflare,Country,VOD Movies,1.09,2.85,0.92,0.36,0.73,1.33,6.25,1.13,6830,32.9,12082,58504,125734,89.5,75.6,60.6,47.8,70.9,95.3,0.94,82.2,5.9,3.59,5.69,95.7,107,89,15853
2025-11-03,App_B,Android,Broadband,AWS CloudFront,Country,VOD Movies,0.93,2.7,0.95,0.49,0.78,1.34,7.97,1.12,5112,31.5,9635,45927,124644,92.7,73.9,58.4,44.6,70.2,94.2,0.98,84.1,6,3.18,5.7,94.4,130,94,11566
2025-11-04,App_A,iOS,Jio,Fastly,Country,VOD Movies,0.94,2.66,1.12,0.4,0.65,1.14,7.45,0.85,6818,31.6,12243,58429,146710,90.7,77.7,62.2,47.3,64.3,93.6,0.76,86.6,5.8,3.59,5.48,96.7,120,74,16025
2025-11-04,App_B,Apple TV,AT&T,Cloudflare,Country,VOD Series,1.04,2.63,0.96,0.48,0.76,1.58,7.09,0.91,5147,30.3,11033,53313,114082,88.5,74.2,62.8,47.3,66.3,95.8,0.81,83.7,4.9,3.9,5.48,96,126,102,15199
2025-11-05,App_A,WebOS,Broadband,Akamai,Region,VOD Series,0.87,2.79,1.15,0.39,0.8,1.14,7.69,0.83,7147,33.3,11853,56906,123939,92,78.5,59.3,43.7,71.3,91.5,0.75,82.4,5.5,3.22,6.2,95,107,92,19001
2025-11-05,App_B,Tizen,Cellular 5G,Akamai,Metro,VOD Series,1.01,2.5,0.99,0.36,0.69,1.61,6.45,1.06,6363,33.4,9672,46085,115518,90.7,73.8,59,48.1,67.8,92,1.01,85.5,5.4,3.69,6.45,96.7,142,87,15420
2025-11-06,App_A,WebOS,Broadband,Fastly,Metro,VOD Movies,1.05,2.64,0.89,0.41,0.69,1.22,6.27,0.82,8030,30.5,12483,59386,149450,91.1,74.9,57.8,45.2,68.8,92.1,0.99,85.7,5.7,3.84,6.16,96.2,108,94,20539
2025-11-06,App_B,Tizen,T-Mobile,Akamai,Metro,FAST linear,1.02,2.6,1.14,0.4,0.59,1.2,6.36,0.88,6553,31.4,11166,53347,132494,93.7,75,59.6,43.6,64.9,97.2,0.69,83,6.2,3.17,6.09,94.6,106,79,16308
2025-11-07,App_A,Apple TV,Wi-Fi,Akamai,Region,VOD Series,0.93,2.52,0.98,0.42,0.6,1.34,6.57,0.87,7729,34.4,11509,54700,117482,87.7,78.1,61.2,48.1,68.7,95.1,0.83,84.7,5.3,3.73,5.6,97.4,128,88,19764
2025-11-07,App_B,Tizen,Airtel,Akamai,Region,Live Sports/Events,1.02,2.61,0.9,0.36,0.63,1.25,6.98,0.83,6453,32.8,10140,48243,115813,93.2,77.2,61.4,46.6,67.1,93.1,0.99,87.7,6.4,3.24,6.42,96.7,120,97,16732
2025-11-08,App_A,Tizen,Broadband,Akamai,Metro,FAST linear,0.98,2.25,0.93,0.42,0.7,1.33,7.82,0.9,7241,32.4,13046,62741,164319,90.1,74.1,62.3,44.4,63.5,94.9,0.81,86.3,6,3.84,6.48,95.2,117,87,23235
2025-11-08,App_B,Android,T-Mobile,Akamai,Region,VOD Movies,1.12,2.43,0.95,0.43,0.73,1.1,6.4,1.01,6590,31.1,11206,54279,122330,93.4,79.4,58.3,45.3,66.1,93.4,0.99,88.3,5.5,3.33,6.19,96.1,140,89,15747
2025-11-09,App_A,Desktop Web,Jio,AWS CloudFront,Region,FAST linear,1.14,2.41,1,0.49,0.6,1.61,6.69,1.09,6031,29.8,12104,58665,127772,91.1,79.2,62,43.3,66,95.1,0.87,84.7,5.9,3.17,6.54,93.9,136,74,16824
2025-11-09,App_B,WebOS,AT&T,AWS CloudFront,Metro,Live Sports/Events,0.9,2.54,1.1,0.49,0.86,1.27,6.3,1.08,6193,32.4,9886,47592,127315,87.7,75.8,63.8,48.4,72.7,95,0.85,85.5,5.9,3.63,6.14,95.7,106,79,14104
2025-11-10,App_A,Android,T-Mobile,Fastly,Metro,VOD Movies,1.02,2.28,0.91,0.35,0.77,1.09,6.74,0.79,7768,29.4,12919,62649,150172,93.1,77.8,57.2,44.8,65.4,90.6,0.82,83,5.3,3.18,6.25,94.5,115,100,18707
2025-11-10,App_B,Android,T-Mobile,Cloudflare,Metro,VOD Series,0.95,2.69,1.09,0.48,0.69,1.49,6.49,1,5613,34.8,10281,49240,116110,89.8,74.6,58.3,43.3,71.3,91.7,0.75,86.1,5.7,3.64,5.66,95.4,114,86,13830
2025-11-11,App_A,iOS,Broadband,Cloudflare,Region,VOD Series,1.16,2.5,1.1,0.38,0.88,1.37,7.57,1.14,7671,33.2,12922,62494,130376,92.7,73.9,62.5,43.8,68.2,97.7,0.74,85.2,5.3,3.93,5.74,95,137,89,19332
2025-11-11,App_B,Tizen,Verizon,Cloudflare,Country,FAST linear,0.95,2.76,1.14,0.49,0.84,1.28,7.42,0.9,5402,32.5,9725,46702,119402,87.9,75,61,48.6,66.7,94.7,0.96,85.8,5.8,3.64,5.52,94.6,116,90,16106
2025-11-12,App_A,FireTV,Cellular 4G,Cloudflare,Country,FAST linear,0.91,2.89,1.15,0.5,0.82,1.42,6.97,1.17,6209,30.3,12076,58233,150777,91.5,77.7,62.9,43.5,67.2,92.7,0.74,87.1,5.9,3.83,5.54,96.6,101,100,20085
2025-11-12,App_B,Desktop Web,Broadband,AWS CloudFront,Region,Live Sports/Events,1.14,2.91,1.06,0.42,0.78,1.17,7.18,1.02,5808,30.8,10581,50927,135183,90.1,72.8,58.8,43.3,65.2,92.1,0.92,85.5,5.7,3.22,6.29,94.3,131,85,17476
2025-11-13,App_A,Desktop Web,Verizon,Akamai,Metro,Live Sports/Events,0.9,2.99,0.89,0.47,0.79,1.59,6.4,1.15,6558,31.6,12855,61330,148266,89.4,73.3,59.3,43.3,65.4,92.5,0.77,81.7,5.2,3.91,5.99,95.9,118,91,17943
2025-11-13,App_B,Desktop Web,AT&T,Akamai,Country,FAST linear,1.03,2.54,0.81,0.45,0.67,1.15,6.33,1.03,6376,31,10033,48339,106937,92.7,78.4,62.7,47.6,65.7,93.2,0.87,86.2,5.6,3.45,6.12,94,114,79,14554
2025-11-14,App_A,Tizen,Wi-Fi,Akamai,Metro,VOD Series,0.96,3.01,0.83,0.36,0.77,1.28,6.49,0.9,7038,29.7,12621,60241,133347,88.1,74.3,63.8,42.4,68.5,97.5,1.01,79.2,5.4,3.36,5.46,95,107,96,15936
2025-11-14,App_B,Apple TV,T-Mobile,Cloudflare,Region,VOD Series,1.07,2.76,0.99,0.34,0.75,1.28,7.87,0.99,6509,34.8,10679,51276,123710,92.5,75.7,61.1,48.4,71.4,92.6,0.89,83.4,5.4,3.96,6.4,94.8,140,95,14916
2025-11-15,App_A,iOS,Verizon,Fastly,Country,Live Sports/Events,0.91,2.25,0.84,0.42,0.87,1.11,7.28,1.13,6612,32.6,12663,60475,139848,87.5,79.3,59.3,47.1,69.3,92.1,0.71,81.8,6.3,3.8,5.62,95.4,100,81,19671
2025-11-15,App_B,Tizen,Verizon,Akamai,Region,FAST linear,1.16,2.55,1.16,0.48,0.63,1.5,6.74,0.93,6367,30.1,10920,52936,137936,89.7,73.3,60.3,45.7,71.5,97.9,1.01,87.5,4.8,3.42,5.82,96,100,81,17576
2025-11-16,App_A,Desktop Web,Jio,Akamai,Region,FAST linear,0.94,2.82,0.88,0.37,0.84,1.39,7,1.11,7387,29.9,11905,56889,139612,88.3,74.1,64,45.2,68.4,97.2,0.73,87.2,5.4,3.52,5.78,97.5,108,100,18346
2025-11-16,App_B,Android,Broadband,Cloudflare,Country,VOD Movies,1.1,2.31,0.79,0.45,0.83,1.17,7.42,1.01,5581,35,9977,48362,106831,90.4,75.1,64.1,48.7,66.6,93,0.86,88.7,6.4,3.97,6.04,95.7,123,76,13134
2025-11-17,App_A,FireTV,Airtel,AWS CloudFront,Metro,FAST linear,0.91,2.57,0.88,0.44,0.61,1.4,6.33,1.17,6986,31.6,13605,64688,174522,93,72.7,60.6,42.7,70.5,92.2,0.76,87.3,6.3,3.39,5.95,95.2,142,97,18235
